Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Min-portfolio_Portefeuille-min_fra,Dept-nbr_No-min,Dept-name_Nom-min_eng,Dept-name_Nom-min_fra,Contractor-details_Details-entrepr_eng,Contractor-details_Details-entrepr_fra,Proj-desc_eng,Proj-desc_fra,Contract-amt_Mnt-contrat,Xpnd-current-yr_Dep-ex-courant,Xpnd-to-date_Dep-a-jour
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","LKC Construction Inc, Concord, Ontario","LKC Construction Inc, Concord, Ontario","Construction Works - Buildings, Borden, Ontario","Travaux de construction - Bâtiments, Borden, Ontario",1937591,0,1937591
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Marc Thomassin Inc, Québec, Quebec","Marc Thomassin Inc, Québec, Québec","Construction Works - Buildings, Beauport, Quebec","Travaux de construction - Bâtiments, Beauport, Québec",266000,0,0
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Marieville Construction Inc, Marieville, Quebec","Marieville Construction Inc, Marieville, Québec","Construction Works - Buildings, Montréal, Quebec","Travaux de construction - Bâtiments, Montréal, Québec",804605,0,758623
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","McCallum Roofing Ltd., Brandon, Manitoba","McCallum Roofing Ltd., Brandon, Manitoba","Construction Works - Buildings, Brandon, Manitoba","Travaux de construction - Bâtiments, Brandon, Manitoba",1284044,0,0
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Mid-Valley Construction (1997) Limited, Kingston, Nova Scotia","Mid-Valley Construction (1997) Limited, Kingston, Nouvelle-Écosse","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",1330339,0,1330339
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Mid-Valley Construction (1997) Limited, Kingston, Nova Scotia","Mid-Valley Construction (1997) Limited, Kingston, Nouvelle-Écosse","Construction Works - Buildings, Kingston, Nova Scotia","Travaux de construction - Bâtiments, Kingston, Nouvelle-Écosse",456073,0,0
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Morningstar Hospitality Services Inc, Port Perry, Ontario","Morningstar Hospitality Services Inc, Port Perry, Ontario","Construction Works - Buildings, Port Perry, Ontario","Travaux de construction - Bâtiments, Port Perry, Ontario",406356,0,0
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","MJ K Construction Inc, Mississauga, Ontario","MJ K Construction Inc, Mississauga, Ontario","Construction Works - Buildings, Mississauga, Ontario","Travaux de construction - Bâtiments, Mississauga, Ontario",885885,0,0
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","MJ K Construction Inc, Mississauga, Ontario","MJ K Construction Inc, Mississauga, Ontario","Construction Works - Buildings, Mississauga, Ontario","Travaux de construction - Bâtiments, Mississauga, Ontario",2612650,0,0
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","North Country Logistics ltd, Yellowknife, Northwest Territories","North Country Logistics ltd, Yellowknife, Territoires du Nord-Ouest","Construction Works - Buildings, Yellowknife, Northwest Territories","Travaux de construction - Bâtiments, Yellowknife, Territoires du Nord-Ouest",3329008,0,3329008
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Northern Construction Inc, Grand Falls, New Brunswick","Northern Construction Inc, Grand Falls, Nouveau-Brunswick","Construction Works - Buildings, Grand Falls, New Brunswick","Travaux de construction - Bâtiments, Grand Falls, Nouveau-Brunswick",1088630,0,0
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Northside Ventilation Ltd., Killarney Road, New Brunswick","Northside Ventilation Ltd., Killarney Road, Nouveau-Brunswick","Construction Works - Buildings, Gagetown, New Brunswick","Travaux de construction - Bâtiments, Gagetown, Nouveau-Brunswick",315912,0,315912
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Nu-View Homes Ltd., Roblin, British Columbia","Nu-View Homes Ltd., Roblin, Colombie-Britannique","Construction Works - Buildings, Roblin, British Columbia","Travaux de construction - Bâtiments, Roblin, Colombie-Britannique",4740615,0,4740615
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","NUR Construction Ltd., Cold Lake, Alberta","NUR Construction Ltd., Cold Lake, Alberta","Construction Works - Buildings, Cold Lake, Alberta","Travaux de construction - Bâtiments, Cold Lake, Alberta",275493,0,0
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Plomberie KRTB Inc, Rivière du Loup, Quebec","Plomberie KRTB Inc, Rivière du Loup, Québec","Construction Works - Buildings, Valcartier, Quebec","Travaux de construction - Bâtiments, Valcartier, Québec",477382,0,477382
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Poly-Toiture Inc, Jonquière, Quebec","Poly-Toiture Inc, Jonquière, Québec","Construction Works - Buildings, Jonquière, Quebec","Travaux de construction - Bâtiments, Jonquière, Québec",1134000,0,0
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Polyval Construction Inc, St-Hubert, Quebec","Polyval Construction Inc, St-Hubert, Québec","Construction Works - Buildings, Montréal, Quebec","Travaux de construction - Bâtiments, Montréal, Québec",763272,0,763272
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Pomerleau Inc, Montréal, Quebec","Pomerleau Inc, Montréal, Québec","Construction Works - Buildings, Sainte-Foy, Quebec","Travaux de construction - Bâtiments, Sainte-Foy, Québec",42853897,0,42193537
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Pomerleau Inc, Montréal, Quebec","Pomerleau Inc, Montréal, Québec","Construction Works - Buildings, Sainte-Foy, Quebec","Travaux de construction - Bâtiments, Sainte-Foy, Québec",524000,0,524000
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Prime One General Trading & Contracting, Salmiya, Kuwait","Prime One General Trading & Contracting, Salmiya, Kuwait","Construction Works - Buildings, Salmiya, Kuwait","Travaux de construction - Bâtiments, Salmiya, Kuwait",827300,0,598030
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","PCL Constructors Canada, Dartmouth, Nova Scotia","PCL Constructors Canada, Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Dartmouth, Nova Scotia","Travaux de construction - Bâtiments, Dartmouth, Nouvelle-Écosse",1679000,0,0
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","PCL Constructors Canada, Winnipeg, Manitoba","PCL Constructors Canada, Winnipeg, Manitoba","Construction Works - Buildings, Winnipeg, Manitoba","Travaux de construction - Bâtiments, Winnipeg, Manitoba",1315635,0,0
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","PME Inc, Fort Saskatchewan, Alberta","PME Inc, Fort Saskatchewan, Alberta","Construction Works - Buildings, Fort Saskatchewan, Alberta","Travaux de construction - Bâtiments, Fort Saskatchewan, Alberta",1283524,0,0
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","QM LP, Burlington, Ontario","QM LP, Burlington, Ontario","Construction Works - Buildings, Missisauga, Ontario","Travaux de construction - Bâtiments, Mississauga, Ontario",924044,0,0
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","R C White Ltd., Windsor, Ontario","R C White Ltd., Windsor, Ontario","Construction Works - Buildings, Windsor, Ontario","Travaux de construction - Bâtiments, Windsor, Ontario",278636,0,0
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","R C White Ltd., Windsor, Ontario","R C White Ltd., Windsor, Ontario","Construction Works - Buildings, Windsor, Ontario","Travaux de construction - Bâtiments, Windsor, Ontario",489280,0,0
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Rikjak Construction Ltd., Lunenburg, Nova Scotia","Rikjak Construction Ltd., Lunenburg, Nouvelle-Écosse","Construction Works - Buildings, Halifax, Nova Scotia","Travaux de construction - Bâtiments, Halifax, Nouvelle-Écosse",732175,0,0
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Roscoe Construction Limited, Waterville, Nova Scotia","Roscoe Construction Limited, Waterville, Nouvelle-Écosse","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",1271812,0,1271812
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Ryfan Qaummallaktaqtuq Ltd., Pond Inlet, Nunavut","Ryfan Qaummallaktaqtuq Ltd., Pond Inlet, Nunavut","Construction Works - Buildings, Pond Inlet, Nunavut","Travaux de construction - Bâtiments, Pond Inlet, Nunavut",3496275,0,0
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Simpson Building Contractors Limited, Fredericton, New Brunswick","Simpson Building Contractors Limited, Fredericton, Nouveau-Brunswick","Construction Works - Buildings, Fredericton, New Brunswick","Travaux de construction - Bâtiments, Fredericton, Nouveau-Brunswick",859700,0,0
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Solar Turbines Canada Ltd., Edmonton, Alberta","Solar Turbines Canada Ltd., Edmonton, Alberta","Construction Works - Buildings, Petawawa, Ontario","Travaux de construction - Bâtiments, Petawawa, Ontario",762203,0,715185
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Stag Construction Solutions Ltd., Calgary, Alberta","Stag Construction Solutions Ltd., Calgary, Alberta","Construction Works - Buildings, Calgary, Alberta","Travaux de construction - Bâtiments, Calgary, Alberta",659737,0,0
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Stantec Consulting Ltd., Burnaby, British Columbia","Stantec Consulting Ltd., Burnaby, Colombie-Britannique","Construction Works - Buildings, Dundurn, Saskatchewan","Travaux de construction - Bâtiments, Dundurn, Saskatchewan",261043,0,261043
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Stantec Consulting Ltd., St. John's, Newfoundland and Labrador","Stantec Consulting Ltd., Saint-Jean de Terre-Neuve, Terre-Neuve-et-Labrador","Construction Works - Buildings, Happy Valley-Goose Bay, Newfoundland and Labrador","Travaux de construction - Bâtiments, Happy Valley-Goose Bay, Terre-Neuve-et-Labrador",546615,0,546615
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Strong Bros General Contracting Ltd., Roslin, Ontario","Strong Bros General Contracting Ltd., Roslin, Ontario","Construction Works - Buildings, Roslin, Ontario","Travaux de construction - Bâtiments, Roslin, Ontario",569000,0,0
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","SIA NEWCOM Construction, Riga, Latvia","SIA NEWCOM Construction, Riga, Latvia","Construction Works - Buildings, Riga, Latvia","Travaux de construction - Bâtiments, Riga, Latvia",501588,0,501588
